Dataset,GWAS Type,Error Type,Error Rate,Approach,Epsilon,Retention Ratio
lactose,chi2,noise,0.0,proposed_dp_maf,0.5,0.5625
lactose,chi2,noise,0.0,proposed_dp_maf,0.1,0.5902777777777778
lactose,chi2,noise,0.0,proposed_dp_maf,0.5,0.5555555555555556
lactose,chi2,noise,0.0,proposed_dp_maf,0.5,0.5694444444444444
lactose,chi2,noise,0.0,proposed_dp_maf,0.5,0.5520833333333334
lactose,chi2,noise,0.0,proposed_dp_maf,0.5,0.5381944444444444
lactose,chi2,flipping,0.1,proposed_dp_maf,1.0,0.06225935093509355
lactose,chi2,flipping,0.1,proposed_dp_maf,1.0,0.060162266226622685
lactose,chi2,flipping,0.1,proposed_dp_maf,1.0,0.05583058305830585
lactose,chi2,flipping,0.1,proposed_dp_maf,1.0,0.057033828382838325
lactose,chi2,flipping,0.1,proposed_dp_maf,1.0,0.0568619361936194
lactose,chi2,flipping,0.1,proposed_dp_maf,1.0,0.040016501650165015
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.05233134920634919
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.035218253968254065
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.019841269841269882
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.038442460317460236
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.056795634920634885
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.06076388888888884
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.06498015873015872
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.04786706349206349
lactose,chi2,noise,0.1,proposed_dp_maf,0.5,0.1294642857142857
lactose,chi2,noise,0.1,proposed_dp_maf,0.5,0.1768353174603174
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.022817460317460236
lactose,chi2,noise,0.1,proposed_dp_maf,0.5,0.1478174603174603
lactose,chi2,noise,0.1,proposed_dp_maf,0.5,0.13814484126984128
lactose,chi2,noise,0.1,proposed_dp_maf,0.5,0.14285714285714285
lactose,chi2,noise,0.1,proposed_dp_maf,0.5,0.16319444444444442
